CookerStat, GenerateAssetRegistry=0.051335, Initialize=0.213645, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
DDCTransactionId41A13FBE4C00624A4093FFACA5F9090B_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C6D61EF0436DA597B70E9BA43DE0EC9F_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2017.08.20-10.55.14, Duration=416.144226, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
DDCTransactionId133C7A064771E8031AC0949631D51D26_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C6D61EF0436DA597B70E9BA43DE0E__BFD75F218E106230FF78977CD6D586AF82357CBE, StartTime=2017.08.20-10.55.14, HierarchicalDDC=, DataSize=295222, Duration=3.121067, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_0, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Content/SpriteTexture/platformer_sprites_base_with_alpha.uasset, AutoPackageBackupDelegate=1.891024, FlushAsyncLoading=0.023466, FlushStreamingFunc=0.115868, BlockTillAllRequestsFinished=0.016622, ResetLoadersForSaveUnMarkAllObjects=2.099287, TagPackageExports=0.200443, BeginCacheForCookedPlatformData=0.009291, SerializeImports=2.753910, GatherLocalizableTextData=0.985600, MarkNames=0.021022, SerializeSummary=0.813022, SerializeNames=0.070892, SerializeGatherableTextData=0.004400, BuildExportMap=0.030309, SortExportsNonSeekfree=0.673201, SortExportsSeekfreeConstructor=1.152799, SortExportsSeekfreeInner=0.827201, SortExportsSeekfree=0.010755, BuildDependencyMap=0.232711, SerializeImportMap=0.014666, SerializeExportMap=0.008311, SerializeDependencyMap=0.003912, SerializeStringAssetReferenceMap=0.004400, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.574845, SerializeExports=0.327066, SerializeBulkData=0.277203, MoveFile=1.371823, UnaccountedTime=2.444442, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
DDCTransactionId41A13FBE4C00624A4093FFACA5F9090B_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_16E31CD045BF5CBE3E726EAF242217D9_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2017.08.20-11.03.27, Duration=446.443115, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
DDCTransactionId133C7A064771E8031AC0949631D51D26_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_16E31CD045BF5CBE3E726EAF24221__C1A5D342A70574405BECD3900D6A936FDD193507, StartTime=2017.08.20-11.03.27, HierarchicalDDC=, DataSize=295222, Duration=4.036266, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_1, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Saved/Autosaves/Game/SpriteTexture/platformer_sprites_base_with_alpha_Auto1.uasset, AutoPackageBackupDelegate=3.097110, FlushAsyncLoading=0.011735, FlushStreamingFunc=0.076268, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.214621, TagPackageExports=0.129554, BeginCacheForCookedPlatformData=0.007823, SerializeImports=3.469154, GatherLocalizableTextData=0.220001, MarkNames=0.008311, SerializeSummary=0.019554, SerializeNames=0.037156, SerializeGatherableTextData=0.004891, BuildExportMap=0.017598, SortExportsNonSeekfree=0.008799, SortExportsSeekfreeConstructor=0.081155, SortExportsSeekfreeInner=1.269646, SortExportsSeekfree=0.012711, BuildDependencyMap=0.017110, SerializeImportMap=0.023954, SerializeExportMap=0.011247, SerializeDependencyMap=0.003912, SerializeStringAssetReferenceMap=0.005379, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.737378, SerializeExports=0.182357, SerializeBulkData=1.574222, MoveFile=1.232486, UnaccountedTime=0.147156, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
DDCTransactionId41A13FBE4C00624A4093FFACA5F9090B_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_DE95F8374D6C88C08198C3986F628B5B_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2017.08.20-11.07.01, Duration=530.815552, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
DDCTransactionId133C7A064771E8031AC0949631D51D26_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_DE95F8374D6C88C08198C3986F628__E991B8989A9D56231EDCD686D78BA5FF2BE517FB, StartTime=2017.08.20-11.07.02, HierarchicalDDC=, DataSize=295222, Duration=5.954180, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_2, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Content/SpriteTexture/platformer_sprites_base_with_alpha.uasset, AutoPackageBackupDelegate=0.630666, FlushAsyncLoading=0.004891, FlushStreamingFunc=0.093374, BlockTillAllRequestsFinished=0.014178, ResetLoadersForSaveUnMarkAllObjects=0.242490, TagPackageExports=0.098757, BeginCacheForCookedPlatformData=0.002932, SerializeImports=1.000755, GatherLocalizableTextData=0.354934, MarkNames=0.028357, SerializeSummary=0.057198, SerializeNames=0.203378, SerializeGatherableTextData=0.011735, BuildExportMap=0.063553, SortExportsNonSeekfree=0.030313, SortExportsSeekfreeConstructor=0.304088, SortExportsSeekfreeInner=0.209246, SortExportsSeekfree=0.003912, BuildDependencyMap=0.009775, SerializeImportMap=0.010267, SerializeExportMap=0.008311, SerializeDependencyMap=0.003912, SerializeStringAssetReferenceMap=0.017598, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.416446, SerializeExports=0.180889, SerializeBulkData=0.171114, MoveFile=3.102977, UnaccountedTime=1.499422, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_3, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Content/SpriteTexture/platformer_sprites_base_with_alpha_Sprite_0.uasset, AutoPackageBackupDelegate=0.108533, FlushAsyncLoading=0.004888, FlushStreamingFunc=0.074800, BlockTillAllRequestsFinished=0.004888, ResetLoadersForSaveUnMarkAllObjects=0.165246, TagPackageExports=0.209246, BeginCacheForCookedPlatformData=0.007331, SerializeImports=3.411468, GatherLocalizableTextData=0.988044, MarkNames=0.024445, SerializeSummary=0.020046, SerializeNames=0.069909, SerializeGatherableTextData=0.003424, BuildExportMap=0.025421, SortExportsNonSeekfree=0.008799, SortExportsSeekfreeConstructor=0.013690, SortExportsSeekfreeInner=0.626754, SortExportsSeekfree=0.003912, BuildDependencyMap=0.012711, SerializeImportMap=0.054758, SerializeExportMap=0.191156, SerializeDependencyMap=0.003912, SerializeStringAssetReferenceMap=0.004400, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.790401, SerializeExports=1.919378, SerializeBulkData=0.022486, MoveFile=3.031112, UnaccountedTime=1.398709, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_4, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Content/SpriteTexture/platformer_sprites_base_with_alpha_Sprite_1.uasset, AutoPackageBackupDelegate=0.137866, FlushAsyncLoading=0.005379, FlushStreamingFunc=0.116356, BlockTillAllRequestsFinished=0.013687, ResetLoadersForSaveUnMarkAllObjects=0.230268, TagPackageExports=0.023954, BeginCacheForCookedPlatformData=0.001956, SerializeImports=0.657067, GatherLocalizableTextData=0.234179, MarkNames=0.010755, SerializeSummary=0.016622, SerializeNames=0.058666, SerializeGatherableTextData=0.004400, BuildExportMap=0.029825, SortExportsNonSeekfree=0.011243, SortExportsSeekfreeConstructor=0.012223, SortExportsSeekfreeInner=0.678577, SortExportsSeekfree=0.005379, BuildDependencyMap=0.012711, SerializeImportMap=0.009291, SerializeExportMap=0.008311, SerializeDependencyMap=0.003912, SerializeStringAssetReferenceMap=0.003912, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.299557, SerializeExports=0.339288, SerializeBulkData=0.008799, MoveFile=1.106355, UnaccountedTime=5.456980, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_5, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Content/SpriteTexture/platformer_sprites_base_with_alpha_Sprite_2.uasset, AutoPackageBackupDelegate=0.139821, FlushAsyncLoading=0.004888, FlushStreamingFunc=0.106089, BlockTillAllRequestsFinished=0.005379, ResetLoadersForSaveUnMarkAllObjects=0.172578, TagPackageExports=0.023469, BeginCacheForCookedPlatformData=0.002444, SerializeImports=0.592042, GatherLocalizableTextData=0.189692, MarkNames=0.011243, SerializeSummary=0.018578, SerializeNames=0.073332, SerializeGatherableTextData=0.006355, BuildExportMap=0.033244, SortExportsNonSeekfree=0.007823, SortExportsSeekfreeConstructor=0.011243, SortExportsSeekfreeInner=0.590581, SortExportsSeekfree=0.002932, BuildDependencyMap=0.011243, SerializeImportMap=0.009291, SerializeExportMap=0.007331, SerializeDependencyMap=0.003424, SerializeStringAssetReferenceMap=0.004400, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.125023, SerializeExports=0.371065, SerializeBulkData=0.008799, MoveFile=1.036935, UnaccountedTime=1.151335, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
SavePackageTransactionId40A0153C424BC342027FEAA72C07E37E_6, Filename=../../../../../../Users/Daniel/Documents/Unreal Projects/MyProject6/Content/SpriteTexture/platformer_sprites_base_with_alpha_Sprite_3.uasset, AutoPackageBackupDelegate=0.139333, FlushAsyncLoading=0.004400, FlushStreamingFunc=0.068933, BlockTillAllRequestsFinished=0.005376, ResetLoadersForSaveUnMarkAllObjects=0.167690, TagPackageExports=0.023469, BeginCacheForCookedPlatformData=0.002444, SerializeImports=0.587154, GatherLocalizableTextData=0.350047, MarkNames=0.012219, SerializeSummary=0.020534, SerializeNames=0.064045, SerializeGatherableTextData=0.003424, BuildExportMap=0.026397, SortExportsNonSeekfree=0.008803, SortExportsSeekfreeConstructor=0.013687, SortExportsSeekfreeInner=0.710845, SortExportsSeekfree=0.004891, BuildDependencyMap=0.011731, SerializeImportMap=0.009287, SerializeExportMap=0.007335, SerializeDependencyMap=0.003424, SerializeStringAssetReferenceMap=0.005376, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.377559, SerializeExports=0.615019, SerializeBulkData=0.008803, MoveFile=1.134709, UnaccountedTime=1.356669, RunGuid=RunIDF6675BE7474627314B6CA08B70BABEC5
